Method,Name,Error,Occurrences,First Seen,Last Seen
GET,/api/monitor-servicios/health/,HTTPError('403 Client Error: Forbidden for url: /api/monitor-servicios/health/'),2791,2026-05-14T05:45:26Z,2026-05-14T05:45:55Z
