Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/monitor-servicios/health/,2784,2784,340,475.55338956141367,57.345023000380024,2673.3037590001913,49.0,95.87319905879427,95.87319905879427,340,380,420,450,1300,1500,1600,1700,2600,2700,2700
,Aggregated,2784,2784,340,475.55338956141367,57.345023000380024,2673.3037590001913,49.0,95.87319905879427,95.87319905879427,340,380,420,450,1300,1500,1600,1700,2600,2700,2700
